2022-09-02 10:48:00,233 0,0,0,1
2022-09-02 10:48:08,771 0,0.3502736314114486,0,1
2022-09-02 10:48:11,268 0,0.6439164728591016,0,1.0
2022-09-02 10:48:13,271 0,1.0458535677380427,0,1.0
2022-09-02 10:48:15,291 0,1.39950294517893,0,1.0
2022-09-02 10:48:18,768 0.20566962324549784,1.6545483020826595,38.88284712604119,1.0
2022-09-02 10:48:22,277 0.18752871034957172,1.9926967665530322,356.92915267988593,1.0
2022-09-02 10:48:26,275 -0.1537370219319679,2.3708431476886136,317.9346979978276,1.0
2022-09-02 10:48:30,273 -0.1783799512314122,2.865685231314452,357.1490493138405,1.0
2022-09-02 10:48:33,772 -0.4133671835692711,3.1271032188840646,318.0477965060149,1.0
2022-09-02 10:48:37,276 -0.4391203296946821,3.4934237089646825,355.97859554645464,1.0
2022-09-02 10:48:40,773 -0.6948040950398584,3.768970040376552,317.14127801165534,1.0
2022-09-02 10:48:42,780 -0.9580898417896275,4.052708906362014,317.14127801165534,1.0
2022-09-02 10:48:46,776 -0.9895019180538638,4.535583119511314,356.2780223008089,1.0
2022-09-02 10:48:50,274 -1.2279479465732959,4.792563675578697,317.1425075211778,1.0
2022-09-02 10:48:52,284 -1.5026108467973207,5.0885762586731484,317.1425075211778,1.0
