2022-08-31 02:06:03,515 0,0,0
2022-08-31 02:06:20,155 0,0.29205013836284893,0
2022-08-31 02:06:24,160 0.17284610750126295,0.5049088448631751,39.077383287933856
2022-08-31 02:06:28,150 0.46064385341447206,0.5673156122912026,77.76525780961612
2022-08-31 02:06:32,140 0.6363049427077176,0.8050343439301275,36.46236613634378
2022-08-31 02:06:34,647 0.8191650577708711,1.0524953769628547,36.46236613634378
2022-08-31 02:06:38,649 0.8005932708258622,1.3266026477806188,356.1239217554101
2022-08-31 02:06:42,646 0.971614627622847,1.5694185362910476,35.15800292092854
2022-08-31 02:06:46,653 0.9513024093516239,1.8634715775140966,356.04847278781637
2022-08-31 02:06:50,650 1.1111052353976612,2.0909223451560988,35.0911886809717
2022-08-31 02:06:54,664 1.3927269462200396,2.163731785181575,75.50436443651088
2022-08-31 02:06:58,650 1.558874344653797,2.390356230454715,36.24662591211608
2022-08-31 02:07:02,665 1.5404699457417586,2.6918720476053664,356.50702344711254
2022-08-31 02:07:06,640 1.7036968740167544,2.9207522786728894,35.49473119284812
2022-08-31 02:07:10,642 1.6819524252325477,3.2178554713776473,355.8140881748715
2022-08-31 02:07:12,645 1.6658204924669386,3.438272589177483,355.8140881748715
2022-08-31 02:07:16,651 1.4577928690772886,3.6566950738813713,316.39632692405206
2022-08-31 02:07:20,653 1.435632664482929,3.937018307845842,355.48003502743194
2022-08-31 02:07:24,639 1.579401427835641,4.146887233076149,34.412732011912624
2022-08-31 02:07:28,646 1.5556968383767344,4.455667194254435,355.6100964879162
