2022-08-29 13:27:46,596 0,0,0
2022-08-29 13:28:07,104 0,0.30894187912245646,0
2022-08-29 13:28:11,106 -0.17785962804033653,0.5263480681701743,320.71346054927324
2022-08-29 13:28:15,104 -0.17936647507021036,0.7931795117259317,359.67644346453875
2022-08-29 13:28:19,114 0.007309788092538738,1.0286693352543725,38.40438241294288
2022-08-29 13:28:23,104 -0.005622999347988584,1.3260363745650743,357.5097190314321
2022-08-29 13:28:27,109 -0.19689665280263471,1.5407103414233339,318.2990885623661
2022-08-29 13:28:31,117 -0.21152548477904504,1.8407432263722585,357.2086156924466
2022-08-29 13:28:44,624 -0.49550287805001236,1.908936783724335,283.5031699554407
2022-08-29 13:28:48,613 -0.7672578935069352,1.7860648608649543,245.6702645240578
2022-08-29 13:28:52,603 -1.033872100872317,1.8556307697684866,284.6237666356886
2022-08-29 13:28:56,616 -1.2057085833638657,2.0861346179900386,323.29613181434576
2022-08-29 13:29:00,608 -1.2029932783788908,2.379955921459093,0.5294751785290828
2022-08-29 13:29:04,602 -1.0259889901434278,2.5982580217541673,39.035922292310545
2022-08-29 13:29:08,611 -1.0341331877011428,2.885167855177489,358.3740436064487
2022-08-29 13:29:12,612 -1.2337701727831647,3.1117751283412503,318.6205211929404
2022-08-29 13:29:15,106 -1.0273385373726907,2.877455270345579,318.6205211929404
2022-08-29 13:29:19,112 -1.2979867898687738,2.9199707554866112,278.9275005170919
2022-08-29 13:29:23,106 -1.48993886856446,3.133598480412823,318.0591825752639
2022-08-29 13:29:27,109 -1.4747118324361839,2.8533129988335157,356.8903558534013
2022-08-29 13:29:31,112 -1.6472597074471715,2.6152896771129543,35.93910866990268
2022-08-29 13:29:35,109 -1.663500048556809,2.90233418900886,356.76178429903786
2022-08-29 13:29:39,105 -1.8460370851001027,3.0984857507550094,317.05899785935424
2022-08-29 13:29:41,617 -2.0562536152940223,3.324381281236102,317.05899785935424
2022-08-29 13:29:45,614 -2.076213482082335,3.6120978692969152,356.03155730195704
2022-08-29 13:29:49,604 -1.905725154104664,3.852260311798168,35.37046806215915
2022-08-29 13:29:53,608 -1.9301098910480718,4.15185250337302,355.34677646388684
2022-08-29 13:29:57,607 -1.7596637010705334,4.401832587576125,34.287694258731904
2022-08-29 13:30:01,611 -1.4953022324526986,4.49104834937904,71.35167417577918
2022-08-29 13:30:05,606 -1.3483465324367687,4.7283994789063035,31.763676772460016
2022-08-29 13:30:09,604 -1.391446501191834,5.049534977335227,352.35594491725084
2022-08-29 13:30:13,609 -1.5926309207669522,5.236177069377768,312.8525866858701
2022-08-29 13:30:17,620 -1.8872713993896786,5.253287610198859,273.32358247933024
